county,office,district,candidate,party,early_voting,mail,election_day,votes
LEMHI,President,,Michael R. Bloomberg,,0,0,21,21
LEMHI,President,,Cory Booker,,0,0,0,0
LEMHI,President,,Steve Burke,,0,0,0,0
LEMHI,President,,Pete Buttigieg,,0,0,11,11
LEMHI,President,,Julian Castro,,0,0,0,0
LEMHI,President,,Roque De La Fuente,,0,0,0,0
LEMHI,President,,John K. Delaney,,0,0,0,0
LEMHI,President,,Tulsi Gabbard,,0,0,4,4
LEMHI,President,,Amy Klobuchar,,0,0,2,2
LEMHI,President,,Deval Patrick,,0,0,0,0
LEMHI,President,,Bernie Sanders,,0,0,137,137
LEMHI,President,,Tom Steyer,,0,0,0,0
LEMHI,President,,Elizabeth Warren,,0,0,16,16
LEMHI,President,,Marianne Williamson,,0,0,0,0
LEMHI,President,,Andrew Yang,,0,0,0,0
LEMHI,President,,Don Blankenship,,0,0,3,3
LEMHI,President,,Daniel Clyde Cummings,,0,0,0,0
LEMHI,President,,Don J. Grundmann,,0,0,0,0
LEMHI,President,,Charles Kraut,,0,0,0,0
LEMHI,President,,J.R. Myers,,0,0,1,1
LEMHI,President,,"Sheila ""Samm"" Tittle",,0,0,3,3
LEWIS,President,,"Roque ""Rocky"" De La Fuente",,0,0,7,7
LEWIS,President,,Bob Ely,,0,0,4,4
LEWIS,President,,Matthew John Matern,,0,0,3,3
LEWIS,President,,Donald J Trump,,0,0,629,629
LEWIS,President,,Joe Walsh,,0,0,9,9
LEWIS,President,,Bill Weld,,0,0,7,7
LEWIS,President,,Michael Bennet,,0,0,0,0
LEWIS,President,,Joseph R. Biden,,0,0,104,104
LEWIS,President,,Michael R. Bloomberg,,0,0,7,7
LEWIS,President,,Cory Booker,,0,0,0,0
LEWIS,President,,Steve Burke,,0,0,0,0
LEWIS,President,,Julian Castro,,0,0,2,2
LEWIS,President,,Roque De La Fuente,,0,0,0,0
LEWIS,President,,John K. Delaney,,0,0,0,0
LEWIS,President,,Tulsi Gabbard,,0,0,3,3
LEWIS,President,,Amy Klobuchar,,0,0,5,5
LEWIS,President,,Pete Buttigieg,,0,0,2,2
LEWIS,President,,Deval Patrick,,0,0,0,0
LEWIS,President,,Bernie Sanders,,0,0,46,46
LEWIS,President,,Tom Steyer,,0,0,0,0
LEWIS,President,,Elizabeth Warren,,0,0,2,2
LEWIS,President,,Marianne Williamson,,0,0,2,2
LEWIS,President,,Andrew Yang,,0,0,3,3
LEWIS,President,,Don Blankenship,,0,0,3,3
LEWIS,President,,Daniel Clyde Cummings,,0,0,1,1
LEWIS,President,,Don J. Grundmann,,0,0,0,0
LEWIS,President,,Charles Kraut,,0,0,2,2
LEWIS,President,,J.R. Myers,,0,0,0,0
LEWIS,President,,"Sheila ""Samm"" Tittle",,0,0,3,3
LINCOLN,President,,Michael Bennet,,0,0,0,0
LINCOLN,President,,Joseph R. Biden,,0,0,79,79
LINCOLN,President,,Michael R. Bloomberg,,0,0,3,3
LINCOLN,President,,Cory Booker,,0,0,0,0
LINCOLN,President,,Steve Burke,,0,0,1,1
LINCOLN,President,,Pete Buttigieg,,0,0,2,2
LINCOLN,President,,Julian Castro,,0,0,0,0
LINCOLN,President,,Roque De La Fuente,,0,0,0,0
LINCOLN,President,,John K. Delaney,,0,0,1,1
LINCOLN,President,,Tulsi Gabbard,,0,0,0,0
LINCOLN,President,,Amy Klobuchar,,0,0,3,3
LINCOLN,President,,Deval Patrick,,0,0,0,0
LINCOLN,President,,Bernie Sanders,,0,0,51,51
LINCOLN,President,,Tom Steyer,,0,0,0,0
LINCOLN,President,,Elizabeth Warren,,0,0,2,2
LINCOLN,President,,Marianne Williamson,,0,0,3,3
LINCOLN,President,,Andrew Yang,,0,0,0,0
LINCOLN,President,,Don Blankenship,,0,0,0,0
LINCOLN,President,,Daniel Clyde Cummings,,0,0,0,0
LINCOLN,President,,Don J. Grundmann,,0,0,1,1
LINCOLN,President,,Charles Kraut,,0,0,0,0
LINCOLN,President,,J.R. Myers,,0,0,0,0
LINCOLN,President,,"Sheila ""Samm"" Tittle",,0,0,0,0
LINCOLN,President,,"Roque ""Rocky"" De La Fuente",,0,0,6,6
LINCOLN,President,,Bob Ely,,0,0,4,4
LINCOLN,President,,Matthew John Matern,,0,0,5,5
LINCOLN,President,,Donald J Trump,,0,0,466,466
LINCOLN,President,,Joe Walsh,,0,0,11,11
LINCOLN,President,,Bill Weld,,0,0,12,12
MADISON,President,,Joseph R. Biden,,0,0,356,356
MADISON,President,,Michael R. Bloomberg,,0,0,9,9
MADISON,President,,Cory Booker,,0,0,2,2
MADISON,President,,Steve Burke,,0,0,0,0
MADISON,President,,Pete Buttigieg,,0,0,5,5
MADISON,President,,Julian Castro,,0,0,0,0
MADISON,President,,Roque De La Fuente,,0,0,0,0
MADISON,President,,John K. Delaney,,0,0,1,1
MADISON,President,,Tulsi Gabbard,,0,0,24,24
MADISON,President,,Amy Klobuchar,,0,0,10,10
MADISON,President,,Deval Patrick,,0,0,0,0
MADISON,President,,Bernie Sanders,,0,0,350,350
MADISON,President,,Tom Steyer,,0,0,1,1
MADISON,President,,Elizabeth Warren,,0,0,18,18
MADISON,President,,Marianne Williamson,,0,0,0,0
MADISON,President,,Andrew Yang,,0,0,9,9
MADISON,President,,Michael Bennet,,0,0,3,3
MADISON,President,,"Roque ""Rocky"" De La Fuente",,0,0,14,14
MADISON,President,,Bob Ely,,0,0,15,15
MADISON,President,,Matthew John Matern,,0,0,27,27
MADISON,President,,Donald J Trump,,0,0,2099,2099
MADISON,President,,Joe Walsh,,0,0,60,60
MADISON,President,,Bill Weld,,0,0,68,68
MADISON,President,,Don Blankenship,,0,0,7,7
MADISON,President,,Daniel Clyde Cummings,,0,0,5,5
MADISON,President,,Don J. Grundmann,,0,0,2,2
MADISON,President,,Charles Kraut,,0,0,11,11
MADISON,President,,J.R. Myers,,0,0,3,3
MADISON,President,,"Sheila ""Samm"" Tittle",,0,0,1,1
MINIDOKA,President,,Michael Bennet,DEM,0,0,1,1
MINIDOKA,President,,Joseph R. Biden,DEM,0,26,152,178
MINIDOKA,President,,Michael R. Bloomberg,DEM,0,6,5,11
MINIDOKA,President,,Cory Booker,DEM,0,0,0,0
MINIDOKA,President,,Steve Burke,DEM,0,0,0,0
MINIDOKA,President,,Pete Buttigieg,DEM,0,2,0,2
MINIDOKA,President,,Julian Castro,DEM,0,0,2,2
MINIDOKA,President,,Roque De La Fuente,DEM,0,0,1,1
MINIDOKA,President,,John K. Delaney,DEM,0,0,0,0
MINIDOKA,President,,Tulsi Gabbard,DEM,0,0,5,5
MINIDOKA,President,,Amy Klobuchar,DEM,0,1,2,3
MINIDOKA,President,,Deval Patrick,DEM,0,0,0,0
MINIDOKA,President,,Bernie Sanders,DEM,0,7,140,147
MINIDOKA,President,,Tom Steyer,DEM,0,0,0,0
MINIDOKA,President,,Elizabeth Warren,DEM,0,1,3,4
MINIDOKA,President,,Marianne Williamson,DEM,0,0,0,0
MINIDOKA,President,,Andrew Yang,DEM,0,0,3,3
MINIDOKA,President,,"Roque ""Rocky"" De La Fuente",REP,0,0,4,4
MINIDOKA,President,,Bob Ely,REP,0,1,5,6
MINIDOKA,President,,Matthew John Matern,REP,0,1,8,9
MINIDOKA,President,,Donald J Trump,REP,0,111,1017,1128
MINIDOKA,President,,Joe Walsh,REP,0,2,17,19
MINIDOKA,President,,Bill Weld,REP,0,0,10,10
MINIDOKA,President,,Don Blankenship,CON,0,0,4,4
MINIDOKA,President,,Daniel Clyde Cummings,CON,0,0,3,3
MINIDOKA,President,,Don J. Grundmann,CON,0,0,0,0
MINIDOKA,President,,Charles Kraut,CON,0,0,2,2
MINIDOKA,President,,J.R. Myers,CON,0,0,1,1
MINIDOKA,President,,"Sheila ""Samm"" Tittle",CON,0,0,1,1
NEZ PERCE,President,,"Roque ""Rocky"" De La Fuente",REP,0,0,13,13
NEZ PERCE,President,,Bob Ely,REP,0,0,13,13
NEZ PERCE,President,,Matthew John Matern,REP,0,0,15,15
NEZ PERCE,President,,Donald J Trump,REP,0,0,2347,2347
NEZ PERCE,President,,Joe Walsh,REP,0,0,42,42
NEZ PERCE,President,,Bill Weld,REP,0,0,27,27
NEZ PERCE,President,,Michael Bennet,DEM,0,0,5,5
NEZ PERCE,President,,Joseph R. Biden,DEM,0,0,1380,1380
NEZ PERCE,President,,Michael R. Bloomberg,DEM,0,0,116,116
NEZ PERCE,President,,Cory Booker,DEM,0,0,2,2
NEZ PERCE,President,,Steve Burke,DEM,0,0,1,1
NEZ PERCE,President,,Pete Buttigieg,DEM,0,0,39,39
NEZ PERCE,President,,Julian Castro,DEM,0,0,1,1
NEZ PERCE,President,,Roque De La Fuente,DEM,0,0,0,0
NEZ PERCE,President,,John K. Delaney,DEM,0,0,4,4
NEZ PERCE,President,,Tulsi Gabbard,DEM,0,0,17,17
NEZ PERCE,President,,Amy Klobuchar,DEM,0,0,18,18
NEZ PERCE,President,,Deval Patrick,DEM,0,0,1,1
NEZ PERCE,President,,Bernie Sanders,DEM,0,0,846,846
NEZ PERCE,President,,Tom Steyer,DEM,0,0,7,7
NEZ PERCE,President,,Elizabeth Warren,DEM,0,0,68,68
NEZ PERCE,President,,Marianne Williamson,DEM,0,0,1,1
NEZ PERCE,President,,Andrew Yang,DEM,0,0,12,12
NEZ PERCE,President,,Don Blankenship,CON,0,0,15,15
NEZ PERCE,President,,Daniel Clyde Cummings,CON,0,0,3,3
NEZ PERCE,President,,Don J. Grundmann,CON,0,0,2,2
NEZ PERCE,President,,Charles Kraut,CON,0,0,10,10
NEZ PERCE,President,,J.R. Myers,CON,0,0,1,1
NEZ PERCE,President,,"Sheila ""Samm"" Tittle",CON,0,0,12,12
ONEIDA,President,,"Roque ""Rocky"" De La Fuente",REP,4,1,0,5
ONEIDA,President,,Bob Ely,REP,0,2,0,2
ONEIDA,President,,Matthew John Matern,REP,0,3,2,5
ONEIDA,President,,Donald J Trump,REP,98,553,67,718
ONEIDA,President,,Joe Walsh,REP,1,16,4,21
ONEIDA,President,,Bill Weld,REP,0,11,1,12
ONEIDA,President,,Michael Bennet,DEM,0,1,0,1
ONEIDA,President,,Joseph R. Biden,DEM,0,44,11,55
ONEIDA,President,,Michael R. Bloomberg,DEM,0,1,3,4
ONEIDA,President,,Cory Booker,DEM,0,0,0,0
ONEIDA,President,,Steve Burke,DEM,0,0,0,0
ONEIDA,President,,Pete Buttigieg,DEM,3,0,0,3
ONEIDA,President,,Julian Castro,DEM,0,0,0,0
ONEIDA,President,,Roque De La Fuente,DEM,0,0,0,0
ONEIDA,President,,John K. Delaney,DEM,0,0,0,0
ONEIDA,President,,Tulsi Gabbard,DEM,0,1,0,1
ONEIDA,President,,Amy Klobuchar,DEM,0,0,0,0
ONEIDA,President,,Deval Patrick,DEM,0,0,0,0
ONEIDA,President,,Bernie Sanders,DEM,0,25,4,29
ONEIDA,President,,Tom Steyer,DEM,0,2,0,2
ONEIDA,President,,Elizabeth Warren,DEM,0,1,0,1
ONEIDA,President,,Marianne Williamson,DEM,0,0,0,0
ONEIDA,President,,Andrew Yang,DEM,0,0,0,0
ONEIDA,President,,Don Blankenship,CON,0,1,0,1
ONEIDA,President,,Daniel Clyde Cummings,CON,0,1,0,1
ONEIDA,President,,Don J. Grundmann,CON,0,1,0,1
ONEIDA,President,,Charles Kraut,CON,0,1,0,1
ONEIDA,President,,J.R. Myers,CON,0,0,0,0
ONEIDA,President,,"Sheila ""Samm"" Tittle",CON,0,0,0,0
OWYHEE,President,,"Roque ""Rocky"" De La Fuente",,0,0,8,8
OWYHEE,President,,Matthew John Matern,,0,0,2,2
OWYHEE,President,,Donald J Trump,,0,0,1116,1116
OWYHEE,President,,Joe Walsh,,0,0,11,11
OWYHEE,President,,Bill Weld,,0,0,7,7
OWYHEE,President,,Bob Ely,,0,0,3,3
OWYHEE,President,,Michael Bennet,,0,0,0,0
OWYHEE,President,,Joseph R. Biden,,0,0,133,133
OWYHEE,President,,Michael R. Bloomberg,,0,0,8,8
OWYHEE,President,,Cory Booker,,0,0,1,1
OWYHEE,President,,Steve Burke,,0,0,0,0
OWYHEE,President,,Pete Buttigieg,,0,0,1,1
OWYHEE,President,,Julian Castro,,0,0,0,0
OWYHEE,President,,Roque De La Fuente,,0,0,0,0
OWYHEE,President,,John K. Delaney,,0,0,0,0
OWYHEE,President,,Tulsi Gabbard,,0,0,1,1
OWYHEE,President,,Amy Klobuchar,,0,0,2,2
OWYHEE,President,,Deval Patrick,,0,0,0,0
OWYHEE,President,,Bernie Sanders,,0,0,102,102
OWYHEE,President,,Tom Steyer,,0,0,0,0
OWYHEE,President,,Elizabeth Warren,,0,0,3,3
OWYHEE,President,,Marianne Williamson,,0,0,1,1
OWYHEE,President,,Andrew Yang,,0,0,2,2
OWYHEE,President,,Don Blankenship,,0,0,4,4
OWYHEE,President,,Daniel Clyde Cummings,,0,0,1,1
OWYHEE,President,,Don J. Grundmann,,0,0,1,1
OWYHEE,President,,Charles Kraut,,0,0,0,0
OWYHEE,President,,J.R. Myers,,0,0,0,0
OWYHEE,President,,"Sheila ""Samm"" Tittle",,0,0,3,3
PAYETTE,President,,"Roque ""Rocky"" De La Fuente",REP,8,0,0,8
PAYETTE,President,,Bob Ely,REP,3,0,0,3
PAYETTE,President,,Matthew John Matern,REP,7,0,0,7
PAYETTE,President,,Donald J Trump,REP,1661,0,0,1661
PAYETTE,President,,Joe Walsh,REP,19,0,0,19
PAYETTE,President,,Bill Weld,REP,31,0,0,31
PAYETTE,President,,Michael Bennet,DEM,1,0,0,1
PAYETTE,President,,Joseph R. Biden,DEM,332,0,0,332
PAYETTE,President,,Michael R. Bloomberg,DEM,28,0,0,28
PAYETTE,President,,Cory Booker,DEM,0,0,0,0
PAYETTE,President,,Steve Burke,DEM,1,0,0,1
PAYETTE,President,,Pete Buttigieg,DEM,12,0,0,12
PAYETTE,President,,Julian Castro,DEM,0,0,0,0
PAYETTE,President,,Roque De La Fuente,DEM,0,0,0,0
PAYETTE,President,,John K. Delaney,DEM,3,0,0,3
PAYETTE,President,,Tulsi Gabbard,DEM,11,0,0,11
PAYETTE,President,,Amy Klobuchar,DEM,5,0,0,5
PAYETTE,President,,Deval Patrick,DEM,1,0,0,1
PAYETTE,President,,Bernie Sanders,DEM,256,0,0,256
PAYETTE,President,,Tom Steyer,DEM,1,0,0,1
PAYETTE,President,,Elizabeth Warren,DEM,11,0,0,11
PAYETTE,President,,Marianne Williamson,DEM,0,0,0,0
PAYETTE,President,,Andrew Yang,DEM,2,0,0,2
PAYETTE,President,,Don Blankenship,CON,3,0,0,3
PAYETTE,President,,Daniel Clyde Cummings,CON,2,0,0,2
PAYETTE,President,,Don J. Grundmann,CON,3,0,0,3
PAYETTE,President,,Charles Kraut,CON,0,0,0,0
PAYETTE,President,,J.R. Myers,CON,2,0,0,2
PAYETTE,President,,"Sheila ""Samm"" Tittle",CON,4,0,0,4
POWER,President,,"Roque ""Rocky"" De La Fuente",REP,2,4,0,6
POWER,President,,Bob Ely,REP,0,4,0,4
POWER,President,,Matthew John Matern,REP,0,7,0,7
POWER,President,,Donald J Trump,REP,63,573,0,636
POWER,President,,Joe Walsh,REP,1,15,0,16
POWER,President,,Bill Weld,REP,0,5,0,5
POWER,President,,Michael Bennet,DEM,0,0,0,0
POWER,President,,Joseph R. Biden,DEM,26,140,0,166
POWER,President,,Michael R. Bloomberg,DEM,10,12,0,22
POWER,President,,Cory Booker,DEM,0,0,0,0
POWER,President,,Steve Burke,DEM,0,1,0,1
POWER,President,,Pete Buttigieg,DEM,4,4,0,8
POWER,President,,Julian Castro,DEM,1,2,0,3
POWER,President,,Roque De La Fuente,DEM,0,0,0,0
POWER,President,,John K. Delaney,DEM,0,2,0,2
POWER,President,,Tulsi Gabbard,DEM,0,1,0,1
POWER,President,,Amy Klobuchar,DEM,2,2,0,4
POWER,President,,Deval Patrick,DEM,0,0,0,0
POWER,President,,Bernie Sanders,DEM,12,89,0,101
POWER,President,,Tom Steyer,DEM,0,0,0,0
POWER,President,,Elizabeth Warren,DEM,0,4,0,4
POWER,President,,Marianne Williamson,DEM,0,0,0,0
POWER,President,,Andrew Yang,DEM,0,1,0,1
POWER,President,,Don Blankenship,CON,0,0,0,0
POWER,President,,Daniel Clyde Cummings,CON,1,0,0,1
POWER,President,,Don J. Grundmann,CON,0,0,0,0
POWER,President,,Charles Kraut,CON,0,0,0,0
POWER,President,,J.R. Myers,CON,0,0,0,0
POWER,President,,"Sheila ""Samm"" Tittle",CON,1,0,0,1
SHOSHONE,President,,Bob Ely,,0,0,5,5
SHOSHONE,President,,Bill Weld,,0,0,9,9
SHOSHONE,President,,Matthew John Matern,,0,0,4,4
SHOSHONE,President,,Donald J Trump,,0,0,1336,1336
SHOSHONE,President,,Joe Walsh,,0,0,20,20
SHOSHONE,President,,"Roque ""Rocky"" De La Fuente",,0,0,10,10
SHOSHONE,President,,Michael Bennet,,0,0,2,2
SHOSHONE,President,,Joseph R. Biden,,0,0,577,577
SHOSHONE,President,,Michael R. Bloomberg,,0,0,58,58
SHOSHONE,President,,Cory Booker,,0,0,5,5
SHOSHONE,President,,Steve Burke,,0,0,1,1
SHOSHONE,President,,Pete Buttigieg,,0,0,19,19
SHOSHONE,President,,Julian Castro,,0,0,0,0
SHOSHONE,President,,Roque De La Fuente,,0,0,1,1
SHOSHONE,President,,John K. Delaney,,0,0,2,2
SHOSHONE,President,,Tulsi Gabbard,,0,0,14,14
SHOSHONE,President,,Amy Klobuchar,,0,0,12,12
SHOSHONE,President,,Deval Patrick,,0,0,0,0
SHOSHONE,President,,Bernie Sanders,,0,0,324,324
SHOSHONE,President,,Tom Steyer,,0,0,4,4
SHOSHONE,President,,Elizabeth Warren,,0,0,20,20
SHOSHONE,President,,Marianne Williamson,,0,0,2,2
SHOSHONE,President,,Andrew Yang,,0,0,4,4
SHOSHONE,President,,Don Blankenship,,0,0,5,5
SHOSHONE,President,,Daniel Clyde Cummings,,0,0,2,2
SHOSHONE,President,,Don J. Grundmann,,0,0,2,2
SHOSHONE,President,,Charles Kraut,,0,0,1,1
SHOSHONE,President,,J.R. Myers,,0,0,1,1
SHOSHONE,President,,"Sheila ""Samm"" Tittle",,0,0,2,2
TETON,President,,Don Blankenship,,0,0,0,0
TETON,President,,Daniel Clyde Cummings,,0,0,1,1
TETON,President,,Don J. Grundmann,,0,0,1,1
TETON,President,,Charles Kraut,,0,0,0,0
TETON,President,,J.R. Myers,,0,0,1,1
TETON,President,,"Sheila ""Samm"" Tittle",,0,0,2,2
TETON,President,,Michael R. Bloomberg,,0,0,19,19
TETON,President,,Cory Booker,,0,0,0,0
TETON,President,,Steve Burke,,0,0,1,1
TETON,President,,Pete Buttigieg,,0,0,14,14
TETON,President,,Julian Castro,,0,0,2,2
TETON,President,,Roque De La Fuente,,0,0,0,0
TETON,President,,John K. Delaney,,0,0,1,1
TETON,President,,Tulsi Gabbard,,0,0,14,14
TETON,President,,Amy Klobuchar,,0,0,12,12
TETON,President,,Deval Patrick,,0,0,0,0
TETON,President,,Bernie Sanders,,0,0,687,687
TETON,President,,Tom Steyer,,0,0,0,0
TETON,President,,Elizabeth Warren,,0,0,41,41
TETON,President,,Marianne Williamson,,0,0,2,2
TETON,President,,Andrew Yang,,0,0,3,3
TETON,President,,Michael Bennet,,0,0,0,0
TETON,President,,Joseph R. Biden,,0,0,613,613
TETON,President,,"Roque ""Rocky"" De La Fuente",,0,0,2,2
TETON,President,,Bob Ely,,0,0,2,2
TETON,President,,Matthew John Matern,,0,0,4,4
TETON,President,,Donald J Trump,,0,0,442,442
TETON,President,,Joe Walsh,,0,0,11,11
TETON,President,,Bill Weld,,0,0,14,14
TWIN FALLS,President,,"Roque ""Rocky"" De La Fuente",REP,4,0,33,37
TWIN FALLS,President,,Bob Ely,REP,3,0,17,20
TWIN FALLS,President,,Matthew John Matern,REP,4,0,28,32
TWIN FALLS,President,,Donald J Trump,REP,519,0,4486,5005
TWIN FALLS,President,,Joe Walsh,REP,13,0,108,121
TWIN FALLS,President,,Bill Weld,REP,11,0,77,88
TWIN FALLS,President,,Michael Bennet,DEM,0,0,2,2
TWIN FALLS,President,,Joseph R. Biden,DEM,125,0,1380,1505
TWIN FALLS,President,,Michael R. Bloomberg,DEM,31,0,44,75
TWIN FALLS,President,,Cory Booker,DEM,0,0,1,1
TWIN FALLS,President,,Steve Burke,DEM,0,0,1,1
TWIN FALLS,President,,Pete Buttigieg,DEM,23,0,20,43
TWIN FALLS,President,,Julian Castro,DEM,0,0,5,5
TWIN FALLS,President,,Roque De La Fuente,DEM,0,0,1,1
TWIN FALLS,President,,John K. Delaney,DEM,0,0,1,1
TWIN FALLS,President,,Tulsi Gabbard,DEM,1,0,29,30
TWIN FALLS,President,,Amy Klobuchar,DEM,5,0,10,15
TWIN FALLS,President,,Deval Patrick,DEM,0,0,2,2
TWIN FALLS,President,,Bernie Sanders,DEM,105,0,1083,1188
TWIN FALLS,President,,Tom Steyer,DEM,1,0,1,2
TWIN FALLS,President,,Elizabeth Warren,DEM,23,0,50,73
TWIN FALLS,President,,Marianne Williamson,DEM,0,0,1,1
TWIN FALLS,President,,Andrew Yang,DEM,0,0,7,7
TWIN FALLS,President,,Don Blankenship,CON,0,0,8,8
TWIN FALLS,President,,Daniel Clyde Cummings,CON,0,0,4,4
TWIN FALLS,President,,Don J. Grundmann,CON,0,0,2,2
TWIN FALLS,President,,Charles Kraut,CON,1,0,5,6
TWIN FALLS,President,,J.R. Myers,CON,0,0,6,6
TWIN FALLS,President,,"Sheila ""Samm"" Tittle",CON,0,0,5,5
VALLEY,President,,John K. Delaney,,0,0,0,0
VALLEY,President,,Tulsi Gabbard,,0,0,8,8
VALLEY,President,,Amy Klobuchar,,0,0,10,10
VALLEY,President,,Deval Patrick,,0,0,1,1
VALLEY,President,,Bernie Sanders,,0,0,399,399
VALLEY,President,,Tom Steyer,,0,0,1,1
VALLEY,President,,Elizabeth Warren,,0,0,28,28
VALLEY,President,,Marianne Williamson,,0,0,1,1
VALLEY,President,,Andrew Yang,,0,0,2,2
VALLEY,President,,Michael Bennet,,0,0,0,0
VALLEY,President,,Joseph R. Biden,,0,0,653,653
VALLEY,President,,Michael R. Bloomberg,,0,0,30,30
VALLEY,President,,Cory Booker,,0,0,0,0
VALLEY,President,,Steve Burke,,0,0,0,0
VALLEY,President,,Pete Buttigieg,,0,0,11,11
VALLEY,President,,Julian Castro,,0,0,2,2
VALLEY,President,,Roque De La Fuente,,0,0,0,0
VALLEY,President,,Bill Weld,,0,0,36,36
VALLEY,President,,"Roque ""Rocky"" De La Fuente",,0,0,6,6
VALLEY,President,,Bob Ely,,0,0,6,6
VALLEY,President,,Matthew John Matern,,0,0,9,9
VALLEY,President,,Donald J Trump,,0,0,822,822
VALLEY,President,,Joe Walsh,,0,0,27,27
VALLEY,President,,Charles Kraut,,0,0,1,1
VALLEY,President,,J.R. Myers,,0,0,0,0
VALLEY,President,,"Sheila ""Samm"" Tittle",,0,0,1,1
VALLEY,President,,Don Blankenship,,0,0,1,1
VALLEY,President,,Daniel Clyde Cummings,,0,0,0,0
VALLEY,President,,Don J. Grundmann,,0,0,0,0
WASHINGTON,President,,Don Blankenship,,0,0,5,5
WASHINGTON,President,,Daniel Clyde Cummings,,0,0,3,3
WASHINGTON,President,,Don J. Grundmann,,0,0,3,3
WASHINGTON,President,,Charles Kraut,,0,0,2,2
WASHINGTON,President,,J.R. Myers,,0,0,2,2
WASHINGTON,President,,"Sheila ""Samm"" Tittle",,0,0,2,2
WASHINGTON,President,,Michael Bennet,,0,0,1,1
WASHINGTON,President,,Joseph R. Biden,,0,0,241,241
WASHINGTON,President,,Michael R. Bloomberg,,0,0,24,24
WASHINGTON,President,,Cory Booker,,0,0,1,1
WASHINGTON,President,,Steve Burke,,0,0,0,0
WASHINGTON,President,,Pete Buttigieg,,0,0,4,4
WASHINGTON,President,,Julian Castro,,0,0,0,0
WASHINGTON,President,,Roque De La Fuente,,0,0,0,0
WASHINGTON,President,,John K. Delaney,,0,0,1,1
WASHINGTON,President,,Tulsi Gabbard,,0,0,2,2
WASHINGTON,President,,Amy Klobuchar,,0,0,5,5
WASHINGTON,President,,Deval Patrick,,0,0,0,0
WASHINGTON,President,,Bernie Sanders,,0,0,81,81
WASHINGTON,President,,Tom Steyer,,0,0,1,1
WASHINGTON,President,,Elizabeth Warren,,0,0,2,2
WASHINGTON,President,,Marianne Williamson,,0,0,1,1
WASHINGTON,President,,Andrew Yang,,0,0,2,2
WASHINGTON,President,,"Roque ""Rocky"" De La Fuente",,0,0,12,12
WASHINGTON,President,,Matthew John Matern,,0,0,17,17
WASHINGTON,President,,Bob Ely,,0,0,7,7
WASHINGTON,President,,Donald J Trump,,0,0,1367,1367
WASHINGTON,President,,Joe Walsh,,0,0,29,29
WASHINGTON,President,,Bill Weld,,0,0,27,27